	state_client_id	block_1
396828	MA_2349	118
396838	MA_2350	
396869	MA_2351	
397507	MA_2352	
397637	MA_2353	
397642	MA_2354	
397852	MA_1473	
397883	MA_2355	
397920	MA_2356	
397955	MA_2357	
398177	MA_2358	
398221	MA_2359	
398244	MA_1742	
398482	MA_2360	
398576	MA_2361	
398579	MA_2362	
398584	MA_2363	
398585	MA_2364	
398587	MA_2365	
398588	MA_2366	
399288	MA_2367	
399289	MA_2368	
399294	MA_2369	
399326	MA_2370	
399327	MA_2371	
399528	MA_2372	
399539	MA_2373	148
399557	MA_2374	
399566	MA_2375	
399570	MA_2376	118
399623	MA_2377	
399656	MA_2378	
399660	MA_2379	
399748	MA_2380	
399753	MA_2381	
399923	MA_2382	31
400587	MA_2383	
400764	MA_2384	
401047	MA_2385	
401174	MA_2386	
401267	MA_2387	
401425	MA_2388	169
401434	MA_2389	
401437	MA_2390	1
401464	MA_2391	215
401551	MA_2392	
401598	MA_2393	
401737	MA_2394	101
401741	MA_2395	31
401880	MA_2396	
401938	MA_2397	
402288	MA_2398	
402505	MA_2399	
402605	MA_2400	0
402729	MA_2401	
402863	MA_2402	
402864	MA_2403	
402865	MA_2404	
403377	MA_2405	148
403403	MA_2406	
403581	MA_2407	
403597	MA_2408	
403675	MA_2409	
403688	MA_2410	
403759	MA_2411	
403761	MA_2412	
403767	MA_2413	169
404919	MA_2414	
405007	MA_2415	
405046	MA_2416	
405050	MA_2417	
405096	MA_2418	
405108	MA_2419	
405114	MA_2420	101
405133	MA_2421	111
405169	MA_2422	
405605	MA_2423	
406314	MA_2424	
406517	MA_2425	
407187	MA_2426	
407201	MA_2427	
407220	MA_2428	
407350	MA_2429	
407360	MA_2430	
407363	MA_2431	
407605	MA_2432	
408028	MA_2433	115
408326	MA_2434	
408340	MA_2435	
409312	MA_2436	
409456	MA_2437	48
409588	MA_2438	
409646	MA_2439	58
409808	MA_2440	
409812	MA_2441	
409820	MA_2442	
409824	MA_2443	
409830	MA_2444	
409915	MA_2445	
410075	MA_2446	
410427	MA_2447	
410430	MA_2448	
410436	MA_2449	
410609	MA_2450	
410651	MA_2451	
410916	MA_2452	
410944	MA_2453	
410950	MA_2454	
410965	MA_2455	
410966	MA_2456	
410972	MA_2457	1
410975	MA_2458	
411094	MA_2459	
411113	MA_2460	
411116	MA_2461	
411118	MA_2462	
411907	MA_2463	
411948	MA_2464	
412684	MA_2465	
412768	MA_2466	
412788	MA_2467	
412848	MA_2468	
413290	MA_2469	
413384	MA_2470	
413984	MA_2471	257
414078	MA_2472	100
414082	MA_2473	
414216	MA_2474	215
414561	MA_2475	48
415144	MA_2476	
415209	MA_2477	
415357	MA_1208	
415521	MA_2478	257
415591	MA_2479	
416231	MA_2480	
416778	MA_941	
417298	MA_2481	
417966	MA_2482	
419055	MA_2483	
419525	MA_2484	174
420921	MA_2485	
422145	MA_2486	48
422441	MA_2487	
422568	MA_2488	
424180	MA_2489	
424694	MA_2490	
425238	MA_2491	
425335	MA_2492	
425338	MA_2493	
425386	MA_2494	
425396	MA_2495	
425397	MA_2496	
425409	MA_2497	
425411	MA_2498	
425420	MA_2499	
425629	MA_2500	
425865	MA_2501	
425880	MA_2502	
425886	MA_2503	
425909	MA_2504	
425918	MA_2505	
425937	MA_2506	48
425943	MA_2507	
426055	MA_2508	48
426134	MA_2509	65
426186	MA_2510	0
426255	MA_2511	1
426263	MA_2512	
426441	MA_2513	
426462	MA_2514	
426878	MA_2515	
426952	MA_2516	
427427	MA_2517	
428145	MA_2518	111
428156	MA_2519	
428361	MA_2520	
428383	MA_2521	
428423	MA_2522	
428466	MA_2523	
428609	MA_2524	
429163	MA_2525	
429186	MA_2526	
429193	MA_2527	
429684	MA_2528	
429960	MA_2529	
430019	MA_2530	
430332	MA_2531	
430366	MA_2532	
430375	MA_2533	185
430994	MA_2534	
430999	MA_2535	
431054	MA_2536	
431057	MA_2537	
431088	MA_2538	
431149	MA_2539	
431246	MA_2540	
431548	MA_2541	265
431797	MA_2542	
432932	MA_2543	
432939	MA_2544	
433012	MA_2545	
434567	MA_2546	
434572	MA_2547	148
434879	MA_2548	
435401	MA_2549	169
435674	MA_2550	169
435939	MA_2551	
436857	MA_2552	
436859	MA_2553	
436863	MA_2554	
436866	MA_2555	
436868	MA_2556	
436900	MA_2557	
437069	MA_2558	
437550	MA_2559	
437551	MA_2560	
437557	MA_2561	
437718	MA_2562	
438007	MA_2563	
438015	MA_2564	
438019	MA_2565	
438710	MA_2566	185
438861	MA_2567	72
438964	MA_2568	
439472	MA_1391	148
439481	MA_2569	48
439486	MA_2570	48
439532	MA_2571	
439820	MA_2572	
440065	MA_2573	
440145	MA_2574	
440165	MA_2575	
440520	MA_2576	30
440630	MA_2577	30
440685	MA_2578	30
440755	MA_2579	30
440825	MA_2580	30
440895	MA_2581	30
440965	MA_2582	30
441270	MA_2583	
441956	MA_2584	
441969	MA_2585	
442008	MA_2586	
442085	MA_2587	
442112	MA_2588	
442115	MA_2589	
442138	MA_2590	
442148	MA_2591	185
442858	MA_2592	
442868	MA_2593	
443011	MA_2594	
443761	MA_2595	
444477	MA_2596	
444672	MA_2597	
444674	MA_2598	
444689	MA_2599	
444851	MA_2600	
444887	MA_2601	
444889	MA_2602	
444895	MA_2603	
444950	MA_2604	
445436	MA_2605	101
445678	MA_2606	
445690	MA_2607	
445722	MA_2608	
445774	MA_2609	
445781	MA_2610	
446083	MA_2611	172
446416	MA_2612	
446485	MA_2613	
446513	MA_2614	
446614	MA_2615	
446639	MA_2616	
446891	MA_2617	
447588	MA_2618	
447594	MA_2619	
447672	MA_2620	
447840	MA_2621	257
447870	MA_2622	265
447871	MA_2623	
448080	MA_2624	169
448396	MA_2625	48
448405	MA_2626	215
448678	MA_2627	265
448864	MA_2628	
449001	MA_2629	
449317	MA_2630	
450350	MA_2631	215
450907	MA_2632	
451124	MA_2633	
451555	MA_2634	
451824	MA_2635	215
452769	MA_2636	118
452934	MA_2637	
454213	MA_2638	118
454443	MA_2639	100
454728	MA_2640	
454739	MA_2641	
454947	MA_2642	
455544	MA_2643	
456269	MA_1871	
457134	MA_2644	
457804	MA_2645	
458990	MA_2646	
459043	MA_2647	
463163	MA_2648	215
463167	MA_2649	
463193	MA_2650	
463228	MA_2651	
465392	MA_2652	
465395	MA_2653	
465500	MA_2654	
465558	MA_2655	
465574	MA_2656	
465592	MA_2657	
465616	MA_2658	
465663	MA_2659	
465819	MA_2660	113
465843	MA_2661	101
466138	MA_2662	
466318	MA_2663	
466326	MA_2664	
467384	MA_2665	
467412	MA_2666	
467435	MA_2667	
467641	MA_2668	
467651	MA_2669	
468147	MA_1510	
468177	MA_2670	
468187	MA_2671	
468820	MA_2672	
469046	MA_2673	
469068	MA_2674	
469090	MA_2675	
469111	MA_2676	
469651	MA_2677	
469769	MA_2678	
469994	MA_2679	
470231	MA_2680	
470639	MA_2681	118
470641	MA_2682	
470656	MA_2683	31
470979	MA_2684	
471129	MA_2685	
471435	MA_2686	
471437	MA_2687	
471612	MA_2688	
471626	MA_2689	
471630	MA_2690	
471638	MA_2691	
472450	MA_2692	
472479	MA_2693	185
472503	MA_2694	
472572	MA_237	
472581	MA_2695	
472600	MA_2696	
472970	MA_2697	
473121	MA_2698	
473474	MA_2699	
473477	MA_2700	
473508	MA_2701	
473521	MA_2702	
473661	MA_2703	
473763	MA_2704	
473799	MA_2705	
473859	MA_2706	
473878	MA_2707	
473884	MA_2708	
473886	MA_2709	30
473892	MA_2710	
475004	MA_2711	113
475022	MA_2712	
475024	MA_2713	128
475062	MA_2714	185
475120	MA_2715	
475172	MA_2716	
475173	MA_2717	
475470	MA_2718	
475473	MA_2719	
475497	MA_2720	
475498	MA_2721	
475503	MA_2722	
475508	MA_2723	
475691	MA_2724	
476100	MA_2725	
476196	MA_2726	
476201	MA_2727	
476205	MA_2728	
476213	MA_2729	
476331	MA_2730	
476332	MA_2731	
476602	MA_2732	
476606	MA_2733	
476673	MA_2734	
476883	MA_2735	
476907	MA_2736	
477022	MA_2737	
477046	MA_2738	
477052	MA_2739	
477064	MA_2740	
477066	MA_2741	
477337	MA_2742	
477373	MA_2743	
477633	MA_2744	
477644	MA_2745	
477649	MA_2746	
477650	MA_2747	
477684	MA_2748	
477703	MA_2749	
477987	MA_2750	
479236	MA_2751	215
479366	MA_2752	174
480129	MA_2753	257
480509	MA_2754	
481051	MA_2755	169
481306	MA_2756	
483887	MA_2757	
484388	MA_2758	
485157	MA_2759	
485689	MA_2760	
487220	MA_2761	
487722	MA_2762	
487723	MA_2763	
488685	MA_2764	
489808	MA_2765	
490327	MA_2766	
490474	MA_2767	
490486	MA_2768	
490509	MA_2769	
490514	MA_2770	
490516	MA_2771	
490519	MA_2772	
490729	MA_2773	
490772	MA_2774	
492846	MA_2775	
492910	MA_2776	
492911	MA_2777	
493158	MA_2778	
493161	MA_2779	
493275	MA_2780	
493302	MA_2781	
493311	MA_2782	
493319	MA_2783	
493337	MA_2784	
493827	MA_2785	
493834	MA_2786	
493835	MA_2787	
493836	MA_2788	
493975	MA_2789	
493984	MA_2790	
494928	MA_2791	
495021	MA_2792	
495044	MA_2793	
495045	MA_2794	148
495650	MA_2795	165
496095	MA_2796	
496228	MA_2797	
496330	MA_2798	
496333	MA_2799	
496358	MA_2800	
496422	MA_2801	
498328	MA_2802	
498933	MA_2803	
498942	MA_2804	
499055	MA_2805	
499057	MA_2806	
499059	MA_2807	
499192	MA_2808	
499550	MA_2809	
499553	MA_2810	
499624	MA_2811	
499755	MA_2812	
499785	MA_2813	
499791	MA_2814	
499798	MA_2815	
499800	MA_2816	0
499905	MA_2817	
499995	MA_2818	
499999	MA_2819	
500105	MA_2820	148
500116	MA_2821	
500226	MA_2822	
500228	MA_2823	
500282	MA_2824	
501179	MA_2825	
501322	MA_2826	
501325	MA_2827	
501331	MA_2828	
501940	MA_2829	
501943	MA_2830	
502263	MA_2831	
502663	MA_2832	
503285	MA_2833	
503291	MA_2834	
504160	MA_2835	
504172	MA_2836	
504987	MA_2837	
504989	MA_2838	
504990	MA_2839	
505015	MA_2840	
505025	MA_2841	
505048	MA_2842	
505250	MA_2843	
505339	MA_2845	
505341	MA_2846	174
505345	MA_2847	
505350	MA_2848	
505352	MA_2849	
505431	MA_2850	
505702	MA_2851	
505723	MA_2852	
505879	MA_2853	
506201	MA_2854	
506202	MA_2855	
506225	MA_2856	
506235	MA_2857	
506384	MA_2858	
506385	MA_2859	
506386	MA_2860	
506387	MA_2861	
506977	MA_2862	118
508061	MA_2863	
510702	MA_2864	
511664	MA_2865	174
511804	MA_2866	
514425	MA_2867	26
515089	MA_2868	76
515366	MA_2869	
516137	MA_2870	
518530	MA_2871	
518531	MA_2872	
518620	MA_2873	
518815	MA_2874	
518817	MA_2875	
518851	MA_2876	
518883	MA_2877	
518884	MA_2878	
518952	MA_2879	
518959	MA_2880	
518997	MA_2881	
519125	MA_2882	
519242	MA_2883	
519249	MA_2884	
519275	MA_2885	101
519720	MA_2886	
519727	MA_2887	
519733	MA_2888	
519737	MA_2889	
520260	MA_2890	
520424	MA_2891	
520749	MA_2892	
520752	MA_2893	
520879	MA_2894	
520885	MA_2895	
520887	MA_2896	
520904	MA_2897	
520905	MA_2898	
521164	MA_2899	
521182	MA_2900	
521213	MA_2901	
521215	MA_2902	
521217	MA_2903	
521287	MA_2904	
521303	MA_2905	
521321	MA_2906	
521326	MA_2907	
521451	MA_2908	
521457	MA_2909	
522440	MA_2910	
522442	MA_2911	
522545	MA_2912	
522599	MA_2913	48
522643	MA_2914	
522677	MA_2915	
522717	MA_2916	
522821	MA_2917	
522844	MA_2918	257
522868	MA_2919	
523817	MA_222	
524186	MA_168	
524497	MA_2920	
524502	MA_2921	
525013	MA_2922	
525932	MA_2923	
525947	MA_2924	
526151	MA_2925	
526163	MA_2926	
526193	MA_2927	
526239	MA_2928	
526286	MA_2929	
526332	MA_2930	
526528	MA_2931	
526578	MA_2932	
526593	MA_2933	
527061	MA_2934	
527221	MA_2935	
527237	MA_2936	
527394	MA_2937	
527459	MA_2938	
527593	MA_2939	
528539	MA_2940	
528542	MA_2941	
528617	MA_2942	
528678	MA_2943	
529008	MA_2944	
529035	MA_2945	
529040	MA_2946	
529050	MA_2947	
529078	MA_2948	
529087	MA_2949	
529088	MA_2950	
529328	MA_2951	
529402	MA_2952	
529404	MA_2953	
529423	MA_2954	
529547	MA_2955	
529702	MA_2956	
529819	MA_2957	
529909	MA_2958	
529945	MA_2959	
529946	MA_2960	
529966	MA_2961	
530059	MA_2962	
530323	MA_2963	
530352	MA_2964	
530424	MA_2965	
530605	MA_2966	
530613	MA_2967	128
530623	MA_2968	
530634	MA_2969	
530639	MA_2970	
530673	MA_2971	
530682	MA_2972	
530836	MA_2973	
530876	MA_2974	
530878	MA_2975	
530890	MA_2976	
530906	MA_2977	
530920	MA_2978	
531042	MA_2979	
531071	MA_2980	
531119	MA_2981	
531205	MA_2982	
531383	MA_2983	
531985	MA_2984	
532050	MA_2985	
532068	MA_2986	
532710	MA_2987	
532786	MA_2988	
532941	MA_2989	
533096	MA_2990	
533106	MA_2991	148
533131	MA_2992	
533260	MA_2993	
533280	MA_2994	
533281	MA_2995	
533899	MA_2996	
533912	MA_2997	
534580	MA_2998	
534591	MA_2999	
534596	MA_1410	
534757	MA_3000	
534858	MA_3001	
534878	MA_3002	
534939	MA_3003	
534990	MA_3004	
535041	MA_3005	
535062	MA_3006	191
535567	MA_3007	
535981	MA_3008	
536373	MA_3009	
536603	MA_3010	
536675	MA_3011	
536873	MA_3012	
537045	MA_3013	
537047	MA_3014	
537090	MA_3015	
537210	MA_3016	
537293	MA_3017	
537431	MA_3018	
538405	MA_3019	
538950	MA_1392	257
538969	MA_3020	
539270	MA_3021	257
540842	MA_3022	
540850	MA_3023	
541181	MA_3024	
541457	MA_3025	
544183	MA_3026	
544480	MA_3027	
544625	MA_3028	
544704	MA_3029	
544824	MA_3030	
544898	MA_3031	
544953	MA_3032	
545020	MA_3033	
546013	NE_0	28
546014	NE_1	44
546017	NE_2	26
546024	NE_3	23
546031	NE_4	
546032	NE_5	24
546037	NE_6	
546039	NE_7	73
546040	NE_8	24
546043	NE_9	26
546049	NE_10	73
546050	NE_11	24
546052	NE_12	11
546056	NE_13	94
546061	NE_14	46
546067	NE_15	66
546075	NE_16	66
546085	NE_17	26
546087	NE_18	133
546095	NE_19	94
546100	NE_20	94
546103	NE_21	133
546114	NE_22	73
546127	NE_23	122
546143	NE_24	44
546148	NE_25	72
546166	NE_26	94
546205	NE_27	1
546222	NE_28	38
546224	NE_29	
546227	NE_30	38
546231	NE_31	23
546243	NE_32	73
546251	NE_33	66
546258	NE_34	39
546268	NE_35	11
546271	NE_36	44
546300	NE_37	46
546307	NE_38	26
546349	NE_39	118
546355	NE_40	1
546401	NE_41	94
546406	NE_42	73
546411	NE_43	18
546464	NE_44	39
546470	NE_45	34
546489	NE_46	113
546501	NE_47	39
546517	NE_48	122
546566	NE_49	
546568	NE_50	118
546633	NE_51	122
546663	NE_52	
546664	NE_53	21
546687	NE_54	118
546699	NE_55	121
546706	NE_56	46
546707	NE_57	26
546711	NE_58	118
546737	NE_59	50
546743	NE_60	44
546745	NE_61	44
546746	NE_62	
546747	NE_63	27
546759	NE_64	
546761	NE_65	21
546781	NE_66	121
546804	NE_67	121
546851	NE_68	38
546925	NE_69	21
546931	NE_70	112
546958	NE_71	
546986	NE_72	
546987	NE_73	23
546998	NE_74	1
547011	NE_75	
547012	NE_76	24
547013	NE_77	21
547014	NE_78	121
547023	NE_79	
547024	NE_80	
547026	NE_81	
547028	NE_82	50
547044	NE_83	113
547045	NE_84	1
547125	NE_85	
547126	NE_86	57
547134	NE_87	11
547153	NE_88	94
547155	NE_89	26
547158	NE_90	1
547170	NE_91	73
547171	NE_92	113
547183	NE_93	39
547184	NE_94	1
547187	NE_95	1
547188	NE_96	28
547204	NE_97	39
547209	NE_98	17
547238	NE_99	121
547274	NE_100	
547275	NE_101	
547276	NE_102	
547277	NE_103	
547280	NE_104	121
547281	NE_105	
547283	NE_106	
547285	NE_107	
547286	NE_108	28
547294	NE_109	17
547296	NE_110	24
547301	NE_111	99
547308	NE_112	94
547353	NE_113	118
547357	NE_114	118
547361	NE_115	
547364	NE_116	
547415	NE_117	94
547424	NE_118	1
547436	NE_119	28
547437	NE_120	34
547470	NE_121	72
547471	NE_122	112
547474	NE_123	
547476	NE_124	66
547509	NE_125	
547511	NE_126	
547515	NE_127	
547516	NE_128	38
547597	NE_129	133
547599	NE_130	44
547628	NE_131	99
547661	NE_132	28
547683	NE_133	133
547771	NE_134	
547775	NE_135	44
547803	NE_136	73
547806	NE_137	
547807	NE_138	23
547828	NE_139	13
547829	NE_140	46
547830	NE_141	
547832	NE_142	38
547879	NE_143	1
547887	NE_144	11
547963	NE_145	133
547986	NE_146	112
547998	NE_147	1
548058	NE_148	44
548097	NE_149	39
548110	NE_150	11
548117	NE_151	24
548125	NE_152	73
548253	NE_153	
548293	NE_154	73
548300	NE_155	57
548303	NE_156	23
548389	NE_157	34
548833	NE_158	38
548865	NE_159	112
548881	NE_160	113
548906	NE_161	23
548908	NE_162	23
548916	NE_163	23
548918	NE_164	34
548961	NE_165	21
548967	NE_166	18
549063	NE_167	46
549064	NE_168	24
549185	NE_169	21
549211	NE_170	11
549233	NE_171	72
549244	NE_172	21
549257	NE_173	24
549530	NE_174	1
549556	NE_175	1
549582	NE_176	73
549664	NE_177	57
549677	NE_178	
549841	NE_179	24
549853	NE_180	94
549856	NE_181	13
549876	NE_182	24
549877	NE_183	46
549878	NE_184	38
549890	NE_185	121
550056	NE_186	23
550067	NE_187	122
550077	NE_188	28
550107	NE_189	28
550216	NE_190	46
550221	NE_191	122
550255	NE_192	27
550563	NE_193	73
550578	NE_194	89
550579	NE_195	21
550629	NE_196	34
550664	NE_197	39
550668	NE_198	23
550670	NE_199	23
550675	NE_200	73
550678	NE_201	39
550685	NE_202	18
550690	NE_203	73
550733	NE_204	1
550772	NE_205	112
550824	NE_206	13
550856	NE_207	21
550886	NE_208	13
550918	NE_209	99
551226	NE_210	11
551241	NE_211	
551243	NE_212	11
551258	NE_213	39
551302	NE_214	39
551581	NE_215	46
551620	NE_216	94
551630	NE_217	113
551661	NE_218	57
551665	NE_219	73
551686	NE_220	
551700	NE_221	17
551852	NE_222	13
551853	NE_223	133
551864	NE_224	94
551885	NE_225	1
552205	NE_226	18
552487	NE_227	38
552544	NE_228	50
552608	NE_229	72
552704	NE_230	39
552706	NE_231	26
552727	NE_232	21
552783	NE_233	
552808	NE_234	24
552837	NE_235	11
552878	NE_236	21
552933	NE_237	15
554203	NE_238	28
554220	NE_239	133
554278	NE_240	38
554402	NE_241	57
554413	NE_242	72
554503	NE_243	23
554603	NE_244	94
554763	NE_245	18
554826	NE_246	73
554846	NE_247	73
554892	NE_248	
554902	NE_249	34
554988	NE_250	24
555012	NE_251	38
555025	NE_252	94
555046	NE_253	121
555324	NE_254	44
555384	NE_255	89
555496	NE_256	73
555527	NE_257	73
555552	NE_258	94
555646	NE_259	1
555765	NE_260	26
555779	NE_261	1
555792	NE_262	27
556216	NE_263	39
556235	NE_264	17
556253	NE_265	34
556254	NE_266	39
556263	NE_267	121
556282	NE_268	28
556301	NE_269	24
556329	NE_270	39
556345	NE_271	39
556402	NE_272	94
556519	NE_273	89
556562	NE_274	24
556575	NE_275	39
556598	NE_276	94
556630	NE_277	39
556631	NE_278	50
556696	NE_279	46
556707	NE_280	94
556732	NE_281	73
556799	NE_282	94
556835	NE_283	39
556888	NE_284	39
556938	NE_285	50
557002	NE_286	39
557030	NE_287	24
557106	NE_288	73
557173	NE_289	17
557298	NE_290	118
557299	NE_291	
557300	NE_292	
557352	NE_293	21
557720	NE_294	99
557864	NE_295	
557885	NE_296	94
557930	NE_297	57
557932	NE_298	121
557938	NE_299	121
557944	NE_300	121
557950	NE_301	121
557964	NE_302	121
557970	NE_303	121
557976	NE_304	121
557982	NE_305	121
557988	NE_306	121
557994	NE_307	121
558000	NE_308	121
558006	NE_309	121
558012	NE_310	17
558059	NE_311	46
558156	NE_312	122
558321	NE_313	26
558334	NE_314	26
558360	NE_315	1
558383	NE_316	72
558391	NE_317	73
558416	NE_318	24
558469	NE_319	94
558487	NE_320	121
558494	NE_321	73
558533	NE_322	57
558535	NE_323	17
558538	NE_324	89
558581	NE_325	1
558589	NE_326	1
558593	NE_327	57
558624	NE_328	
558643	NE_329	44
558644	NE_330	
558665	NE_331	38
558672	NE_332	26
558677	NE_333	39
558685	NE_334	113
558690	NE_335	113
558743	NE_336	66
558795	NE_337	24
558796	NE_338	73
559161	NE_339	
559248	NE_340	24
559251	NE_341	
559299	NE_342	99
559300	NE_343	
559332	NE_344	121
559340	NE_345	21
559370	NE_346	24
559462	NE_347	39
559489	NE_348	38
559490	NE_349	
559491	NE_350	18
559516	NE_351	73
559520	NE_352	72
559521	NE_353	
559522	NE_354	57
559525	NE_355	73
559551	NE_356	
559558	NE_357	73
559565	NE_358	118
559567	NE_359	38
559568	NE_360	112
559576	NE_361	73
559615	NE_362	73
559632	NE_363	73
559668	NE_364	113
559678	NE_365	15
559897	NE_366	
559902	NE_367	
559904	NE_368	46
559907	NE_369	
559911	NE_370	26
559919	NE_371	
559934	NE_372	38
559938	NE_373	18
559958	NE_374	73
559962	NE_375	73
559965	NE_376	21
560024	NE_377	46
560032	NE_378	121
560038	NE_379	21
560047	NE_380	23
560048	NE_381	118
560081	NE_382	46
560087	NE_383	1
560096	NE_384	73
560099	NE_385	118
560103	NE_386	44
560118	NE_387	73
560120	NE_388	46
560504	NE_389	24
560516	NE_390	89
561335	NE_391	
561392	NE_392	
561395	NE_393	39
561397	NE_394	66
561432	NE_395	57
561433	NE_396	23
561453	NE_397	1
561457	NE_398	46
561464	NE_399	46
561465	NE_400	73
561519	NE_401	38
561524	NE_402	21
561525	NE_403	72
561531	NE_404	46
561546	NE_405	26
561580	NE_406	21
561613	NE_407	94
561615	NE_408	21
561634	NE_409	89
561866	NE_410	57
561870	NE_411	94
561878	NE_412	
561907	NE_413	21
561925	NE_414	23
561968	NE_415	
562023	NE_416	21
562029	NE_417	23
562048	NE_418	44
562079	NE_419	
562083	NE_420	
562085	NE_421	
562129	NE_422	73
562195	NE_423	
562197	NE_424	
562198	NE_425	39
562224	NE_426	
562225	NE_427	
562226	NE_428	44
562229	NE_429	23
562232	NE_430	50
562277	NE_431	34
562307	NE_432	17
562380	NE_433	
562442	NE_434	1
562547	NE_435	112
562548	NE_436	
562550	NE_437	39
562608	NE_438	99
562638	NE_439	
562640	NE_440	94
562643	NE_441	118
562644	NE_442	
562646	NE_443	44
562649	NE_444	
562667	NE_445	46
562676	NE_446	
562679	NE_447	73
562706	NE_448	17
562720	NE_449	23
562726	NE_450	
562727	NE_451	
562730	NE_452	
562909	NE_453	89
562937	NE_454	
563032	NE_455	1
563238	NE_456	
563532	NE_457	39
563799	NE_458	
563873	NE_459	38
563886	NE_460	11
563951	NE_461	17
563972	NE_462	
565176	NE_463	39
566207	NE_464	57
566342	NE_465	73
566347	NE_466	
566348	NE_467	
566677	NE_468	
566679	NE_469	
566720	NE_470	121
566819	NE_471	57
567393	NE_472	
567402	NE_473	57
567461	NE_474	24
568153	NE_475	
568187	NE_476	26
568301	NE_477	
568862	NE_478	50
569398	NE_479	39
569665	NE_480	24
569722	NE_481	24
569790	NE_482	11
569843	NE_483	72
569938	NE_484	46
569962	NE_485	73
569965	NE_486	24
570028	NE_487	118
570029	NE_488	57
570032	NE_489	
570145	NE_490	
570717	NE_491	
570729	NE_492	
570732	NE_493	
570756	NE_494	1
570792	NE_495	
570868	NE_496	39
570909	NE_497	15
571928	NE_498	39
571934	NE_499	118
571948	NE_500	44
572032	NE_501	
572169	NE_502	133
572287	NE_503	
573273	NE_504	121
573563	NE_505	23
573567	NE_506	24
573647	NE_507	
573794	NE_508	24
574046	NE_509	122
574072	NE_510	39
574102	NE_511	121
574296	NE_512	39
574318	NE_513	
574347	NE_514	24
574619	NE_515	38
574623	NE_516	
575373	NE_517	
575453	NE_518	
575459	NE_519	39
575470	NE_520	
575479	NE_521	44
575703	NE_522	57
575705	NE_523	
575756	NE_524	
575765	NE_525	26
575773	NE_526	28
575803	NE_527	1
575898	NE_528	57
575958	NE_529	73
576032	NE_530	
576331	NE_531	44
576434	NE_532	118
576460	NE_533	89
576462	NE_534	26
576465	NE_535	99
577139	NE_536	44
577145	NE_537	26
577402	NE_538	
577403	NE_539	
577406	NE_540	50
577408	NE_541	
577409	NE_542	39
577587	NE_543	
577590	NE_544	
577594	NE_545	73
577598	NE_546	23
577606	NE_547	
577610	NE_548	
577612	NE_549	
577619	NE_550	28
577785	NE_551	1
577946	NE_552	121
577950	NE_553	39
577954	NE_554	21
577983	NE_555	21
578013	NE_556	
578015	NE_557	
578019	NE_558	
578020	NE_559	
578024	NE_560	118
578026	NE_561	50
578029	NE_562	
578033	NE_563	
578037	NE_564	118
578080	NE_565	
578081	NE_566	
578082	NE_567	
578083	NE_568	
578084	NE_569	
578085	NE_570	
578091	NE_571	
578096	NE_572	44
578100	NE_573	
578103	NE_574	
578104	NE_575	
578107	NE_576	
578108	NE_577	
578111	NE_578	23
578113	NE_579	21
578158	NE_580	118
578290	NE_581	118
578318	NE_582	26
578334	NE_583	
578336	NE_584	73
578354	NE_585	1
578584	NE_586	26
579113	NE_587	24
579597	NE_588	73
579646	NE_589	121
580323	NE_590	57
582222	NE_591	
582413	NE_592	
582421	NE_593	18
584562	NE_594	39
584563	NE_595	39
584652	NE_596	24
585168	NE_597	39
585457	NE_598	39
585684	NE_599	
586272	NE_600	89
588096	NE_601	
588187	NE_602	
588449	NE_603	89
588574	NE_604	38
589055	NE_605	118
589056	NE_606	
589061	NE_607	89
589100	NE_608	21
589191	NE_609	
589239	NE_610	21
589248	NE_611	21
589417	NE_612	
589915	NE_613	
589923	NE_614	38
589935	NE_615	94
589969	NE_616	
589970	NE_617	38
590008	NE_618	121
590486	NE_619	39
590654	NE_620	46
590661	NE_621	113
590666	NE_622	46
590751	NE_623	
591472	NE_624	
591482	NE_625	121
591543	NE_626	
591967	NE_627	73
592004	NE_628	
592322	NE_629	39
592347	NE_630	
592615	NE_631	
593740	NE_632	121
594801	NE_633	39
595056	NE_634	
595057	NE_635	
595237	NE_636	39
595244	NE_637	118
595310	NE_638	
595467	NE_639	
595469	NE_640	
595477	NE_641	
595556	NE_642	46
595680	NE_643	
595741	NE_644	
596045	NE_645	57
596095	NE_646	73
596098	NE_647	
596463	NE_648	
596464	NE_649	
596467	NE_650	
596469	NE_651	
596471	NE_652	
596473	NE_653	89
596475	NE_654	
596476	NE_655	
596477	NE_656	44
596484	NE_657	
596523	NE_658	23
596536	NE_659	73
596538	NE_660	
596561	NE_661	
596564	NE_662	44
596575	NE_663	46
596577	NE_664	
596703	NE_665	
596749	NE_666	
596756	NE_667	
596759	NE_668	39
596769	NE_669	
596770	NE_670	
596772	NE_671	
596773	NE_672	
596775	NE_673	121
596781	NE_674	99
596790	NE_675	
596793	NE_676	
596903	NE_677	
596904	NE_678	
596905	NE_679	72
596914	NE_680	72
596919	NE_681	72
596955	NE_682	1
597014	NE_683	72
599129	NE_684	
599358	NE_685	
599466	NE_686	121
599468	NE_687	
600013	NE_688	
600565	NE_689	
602636	NE_690	26
602642	NE_691	
602939	NE_692	118
603045	NE_693	94
603180	NE_694	21
603431	NE_695	
603437	NE_696	
603655	NE_697	
603986	NE_698	27
605004	NE_699	66
605497	NE_700	
605783	NE_701	
605940	NE_702	
606037	NE_703	
606043	NE_704	73
606092	NE_705	
606190	NE_706	118
606281	NE_707	23
606301	NE_708	118
606459	NE_709	
607360	NE_710	
607431	NE_711	
608858	NE_712	
